transaction_id,vendor_id,invoice_number,txn_date,amount,currency,gl_account,description
T003800,V0100,INV-35227,06/24/2025,131.96,GBP,6200,Air travel
T003801,V0035,INV-63021,02/25/2025,£87.58,GBP,6400,Air travel
T003802,V0069,INV-42640,07/05/2024,69.39,GBP,6500,Ad spend
T003803,V0066,INV-94978,24/05/2025,105.74,GBP,6000,Software licence
T003804,V0104,INV-87429,2024-07-14,£480.78,GBP,6500,Air travel
T003805,V0177,INV-26802,07 Jul 2024,151.1,GBP,6500,Freight
T003806,V0031,INV-97952,11 Sep 2024,709.79,GBP,6100,Advisory fee
T003807,V0011,INV-40258,2024-09-12,419.13,GBP,6500,Software licence
T003808,V0188,INV-19463,02/08/2025,£46.28,GBP,6100,Office supplies
T003809,V0071,INV-24760,03 Jan 2024,829.21,GBP,6500,Office supplies
T003810,V0184,INV-24519,15 Jan 2024,984.25,GBP,6300,Software licence
T003811,V0088,INV-37044,2025-04-02,£135.20,GBP,6100,Office supplies
T003812,V0186,INV-94929,2024-05-06,640.48,GBP,6200,Air travel
T003813,V0106,INV-59640,06/15/2025,157.25,GBP,6500,Air travel
T003814,V0114,INV-96916,25/07/2024,449.19,GBP,6500,Office supplies
T003815,V0053,INV-61014,12/27/2024,£100.39,GBP,6100,Advisory fee
T003816,V0170,INV-41820,2025-05-16,56.13,GBP,6300,Air travel
T003817,V0112,INV-16413,15 Sep 2024,264.78,GBP,6000,Ad spend
T003818,V0119,INV-30788,03 Mar 2024,352.09,GBP,6000,Advisory fee
T003819,V0118,INV-78718,23/10/2024,260.49,GBP,6100,Ad spend
T003820,V0029,INV-47645,2024-05-24,109.68,GBP,6200,Air travel
T003821,V0046,INV-65856,01/15/2024,259.85,GBP,6300,Freight
T003822,V0017,INV-86871,10/04/2025,542.52,GBP,6200,Air travel
T003823,V0165,INV-39401,05/04/2025,£383.99,GBP,6100,Advisory fee
T003824,V0071,INV-72499,03/02/2025,493.12,GBP,6200,Office supplies
T003825,V0123,INV-38909,03/24/2025,193.04,GBP,6100,Software licence
T003826,V0200,INV-40726,2025-05-12,"£1,463.94",GBP,6300,Office supplies
T003827,V0142,INV-76807,2024-05-28,110.63,GBP,6000,Air travel
T003828,V0185,INV-58605,18/06/2025,£689.74,GBP,6200,Advisory fee
T003829,V0026,INV-45626,06/12/2025,"£1,480.42",GBP,6200,Advisory fee
T003830,V9521,INV-12660,05 Mar 2024,684.71,GBP,6400,Software licence
T003831,V0062,INV-47068,09/15/2024,322.86,GBP,6100,Advisory fee
T003832,V0143,INV-90425,2024-07-06,,GBP,6500,Ad spend
T003833,V0136,INV-10441,01/06/2024,"1,261.05",GBP,6000,Air travel
T003834,V0197,INV-82597,2025-03-05,£84.33,GBP,6400,Air travel
T003835,V0001,INV-73048,07/17/2024,138.78,GBP,6100,Software licence
T003836,V0188,INV-50152,11 Mar 2025,260.52,GBP,6200,Advisory fee
T003837,V0070,INV-86833,07/23/2024,"1,574.07",GBP,6500,Ad spend
T003838,V0172,INV-88849,31 Dec 2024,612.62,GBP,6000,Ad spend
T003839,V0121,INV-91870,07/19/2024,139.09,GBP,6100,Air travel
T003840,V0012,INV-54059,12/31/2024,£286.76,GBP,6300,Office supplies
T003841,V0137,INV-53703,05/19/2025,205.25,GBP,6100,Ad spend
T003842,V0144,INV-12153,19 Mar 2024,184.79,GBP,6000,Freight
T003843,V0036,INV-40317,02/24/2025,1184.15,GBP,6000,Office supplies
T003844,V0120,INV-64048,15 Mar 2024,£89.22,GBP,6000,Advisory fee
T003845,V0141,INV-67839,05/18/2024,2367.66,GBP,6100,Advisory fee
T003846,V0055,INV-38635,14/01/2025,1003.3,GBP,6000,Software licence
T003847,V0066,INV-11533,22 Feb 2025,1339.36,GBP,6000,Air travel
T003848,V0165,INV-87152,2025-04-05,£242.44,GBP,6100,Software licence
T003849,V0088,INV-41025,01 May 2024,£342.09,GBP,6000,Air travel
T003850,V0154,INV-80371,03 Sep 2024,83.39,GBP,6000,Ad spend
T003851,V0177,INV-46317,2024-06-20,226.53,GBP,6500,Advisory fee
T003852,V0187,INV-10833,2025-05-16,694.38,GBP,6100,Ad spend
T003853,V0085,INV-23119,31 Mar 2024,1678.52,GBP,6400,Freight
T003854,V0059,INV-85454,11/10/2024,119.36,GBP,6000,Ad spend
T003855,V0179,INV-55738,31/12/2024,269.87,GBP,6300,Freight
T003856,V0179,INV-31534,28 Jan 2024,341.58,GBP,6500,Software licence
T003857,V0161,INV-84934,01/22/2024,86.89,GBP,6500,Air travel
T003858,V0050,INV-32553,2024-06-09,773.16,GBP,6100,Advisory fee
T003859,V0012,INV-33513,19/07/2024,181.93,GBP,6100,Office supplies
T003860,V0034,INV-48666,04/16/2025,£325.41,GBP,6000,Advisory fee
T003861,V0116,INV-39573,2024-05-17,245.39,GBP,6000,Software licence
T003862,V0186,INV-36760,2025-01-10,£169.31,GBP,6500,Air travel
T003863,V0176,INV-66599,06/06/2024,400.31,GBP,6500,Software licence
T003864,V0041,INV-72092,22 Jan 2025,318.25,GBP,6000,Office supplies
T003865,V0096,INV-14604,28 Jun 2024,267.99,GBP,6500,Ad spend
T003866,V0028,INV-21118,2024-06-10,181.04,GBP,6100,Software licence
T003867,V0040,INV-64401,21 Apr 2024,573.34,GBP,6300,Office supplies
T003868,V0180,INV-31782,29/09/2024,2487.36,GBP,6500,Freight
T003869,V0183,INV-82744,03/12/2024,£470.54,GBP,6300,Office supplies
T003870,V0153,INV-79841,08 Aug 2024,1206.8,GBP,6300,Ad spend
T003871,V0045,INV-90078,31 Mar 2025,87.42,GBP,6200,Air travel
T003872,V0067,INV-89466,07/08/2024,479.88,GBP,6500,Software licence
T003873,V0051,INV-63191,2024-10-29,£120.65,GBP,6300,Freight
T003874,V0120,INV-21930,28/04/2024,£79.47,GBP,6500,Office supplies
T003875,V0014,INV-40112,25/04/2024,178.88,GBP,6400,Ad spend
T003876,V0102,INV-95151,05/18/2024,"1,496.81",GBP,6000,Freight
T003877,V0047,INV-80651,25 Aug 2024,"£1,147.13",GBP,6100,Office supplies
T003878,V0013,INV-76639,2024-03-16,527.06,GBP,6100,Freight
T003879,V0142,INV-20953,2024-12-13,74.74,GBP,6400,Freight
T003880,V0024,INV-44033,2024-09-24,325.09,GBP,6200,Freight
T003881,V0035,INV-33371,15 Feb 2024,562.21,GBP,6300,Ad spend
T003882,V0053,INV-28312,13/08/2024,£489.36,GBP,6500,Advisory fee
T003883,V0023,INV-77889,31/05/2024,£53.08,GBP,6400,Ad spend
T003884,V0019,INV-65328,2024-03-23,£151.51,GBP,6500,Air travel
T003885,V0118,INV-31578,09 Oct 2024,375.97,GBP,6200,Software licence
T003886,V0009,INV-11511,28/01/2024,£727.72,GBP,6500,Advisory fee
T003887,V0007,INV-13977,2024-03-26,36.03,GBP,6200,Office supplies
T003888,V0194,INV-93498,03/24/2024,£337.53,GBP,6000,Advisory fee
T003889,V0049,INV-73016,04/10/2024,£472.18,GBP,6300,Freight
T003890,V0166,INV-58698,28/02/2024,1027.18,GBP,6500,Advisory fee
T003891,V0155,INV-13387,2024-06-02,864.49,GBP,6200,Air travel
T003892,V0098,INV-98103,27/04/2024,765.73,GBP,6400,Advisory fee
T003893,V0075,INV-48291,2024-09-24,£167.35,GBP,6100,Software licence
T003894,V0140,INV-29391,03/05/2025,49.46,GBP,6200,Ad spend
T003895,V0134,INV-20040,03 Jun 2024,£261.82,GBP,6100,Air travel
T003896,V0129,INV-91481,2024-02-13,"£1,214.14",GBP,6200,Ad spend
T003897,V0121,INV-15293,2025-06-03,"1,868.33",GBP,6300,Ad spend
T003898,V0007,INV-15786,02/20/2024,881.48,GBP,6000,Advisory fee
T003899,V0067,INV-42192,01/21/2025,£646.95,GBP,6200,Advisory fee
T003900,V0088,INV-21624,01/05/2025,612.53,GBP,6500,Freight
T003901,V0071,INV-79472,06/02/2024,£218.82,GBP,6300,Ad spend
T003902,V0145,INV-26114,29/08/2024,349.65,GBP,6300,Office supplies
T003903,V0069,INV-77067,2024-08-21,"£2,530.00",GBP,6200,Air travel
T003904,V0170,INV-16422,2025-01-09,143.05,GBP,6200,Office supplies
T003905,V0148,INV-59194,2024-02-12,"£2,383.34",GBP,6400,Advisory fee
T003906,V0011,INV-91922,26 Apr 2025,283.09,GBP,6000,Ad spend
T003907,V0054,INV-41508,2025-02-24,1733.63,GBP,6400,Freight
T003908,V0143,INV-70296,12/29/2024,85.84,GBP,6000,Freight
T003909,V0200,INV-93393,2025-06-22,£768.54,GBP,6100,Office supplies
T003910,V0017,INV-17957,10/01/2024,£179.39,GBP,6000,Software licence
T003911,V0101,INV-43136,2024-05-07,85.05,GBP,6400,Freight
T003912,V0190,INV-10651,24 Sep 2024,513.06,GBP,6500,Advisory fee
T003913,V0067,INV-94381,06/30/2024,1224.66,GBP,6400,Ad spend
T003914,V0128,INV-42638,12 Jun 2025,£159.26,GBP,6100,Ad spend
T003915,V0184,INV-34600,06 Mar 2024,77.56,GBP,6300,Air travel
T003916,V0063,INV-30297,08 Mar 2024,364.66,GBP,6100,Advisory fee
T003917,V0103,INV-91143,29 Oct 2024,£366.43,GBP,6500,Office supplies
T003918,V0134,INV-84897,2024-11-10,737.42,GBP,6300,Air travel
T003919,V0041,INV-12714,09/05/2024,1146.6,GBP,6300,Advisory fee
T003920,V0034,INV-58268,2025-03-17,377.91,GBP,6100,Software licence
T003921,V0080,INV-43010,25 Mar 2024,3105.88,GBP,6300,Software licence
T003922,V0100,INV-48223,03/02/2025,516.28,GBP,6100,Air travel
T003923,V0193,INV-58977,10/24/2024,275.59,GBP,6000,Office supplies
T003924,V9127,INV-40025,01/12/2025,£68.53,GBP,6200,Freight
T003925,V0175,INV-34504,10/27/2024,302.20,GBP,6100,Advisory fee
T003926,V0006,INV-97643,27/03/2024,278.65,GBP,6300,Ad spend
T003927,V0079,INV-63895,13 Oct 2024,"1,160.19",GBP,6200,Freight
T003928,V0148,INV-79514,01/06/2025,670.98,GBP,6000,Office supplies
T003929,V0188,INV-24282,2025-01-12,110.24,GBP,6100,Freight
T003930,V0179,INV-75663,15 Jun 2025,£487.59,GBP,6100,Air travel
T003931,V0085,INV-27596,21 Apr 2025,844.45,GBP,6400,Advisory fee
T003932,V0016,INV-98300,12/14/2024,2166.43,GBP,6000,Air travel
T003933,V0176,INV-93765,02/28/2024,"£1,070.90",GBP,6200,Office supplies
T003934,V0053,INV-38329,08/01/2024,931.63,GBP,6200,Office supplies
T003935,V0135,INV-43779,18 Nov 2024,430.99,GBP,6500,Software licence
T003936,V0102,INV-39082,05/24/2024,618.4,GBP,6000,Software licence
T003937,V0025,INV-88624,10/04/2025,"1,594.72",GBP,6400,Ad spend
T003938,V0185,INV-26223,02/19/2024,£93.13,GBP,6400,Office supplies
T003939,V0062,INV-87767,03/04/2024,274.68,GBP,6500,Advisory fee
T003940,V0051,INV-74563,08/09/2024,172.46,GBP,6100,Ad spend
T003941,V0165,INV-52338,19/08/2024,612.21,GBP,6000,Ad spend
T003942,V0009,INV-20071,26/03/2024,"1,561.25",GBP,6400,Freight
T003943,V0128,INV-52918,02/02/2025,209.21,GBP,6000,Ad spend
T003944,,INV-63372,21/06/2025,29.10,GBP,6000,Software licence
T003945,V0048,INV-37355,28/01/2024,256.35,GBP,6000,Freight
T003946,V0028,INV-53855,28 Feb 2025,1101.93,GBP,6000,Freight
T003947,V0033,INV-88275,20/06/2025,£728.80,GBP,6000,Office supplies
T003948,V0177,INV-59452,12/07/2024,£646.13,GBP,6300,Advisory fee
T003949,V0180,INV-75188,2024-09-27,296.49,GBP,6500,Air travel
T003950,V0153,INV-25689,01/03/2025,98.80,GBP,6000,Freight
T003951,V0175,INV-38010,2025-02-05,711.11,GBP,6200,Freight
T003952,V0089,INV-27553,2024-02-29,161.14,GBP,6000,Air travel
T003953,V0155,INV-19294,06 May 2024,4458.23,GBP,6400,Advisory fee
T003954,V0198,INV-85370,10/20/2024,755.63,GBP,6000,Freight
T003955,V0075,INV-39601,08/24/2024,213.00,GBP,6300,Freight
T003956,V0123,INV-54951,,£205.92,GBP,6400,Office supplies
T003957,V0194,INV-63382,18 Jul 2024,£364.22,GBP,6100,Advisory fee
T003958,V0041,INV-38257,2025-06-01,£309.99,GBP,6100,Software licence
T003959,V0062,INV-69151,08 Oct 2024,1378.18,GBP,6200,Air travel
T003960,V0108,INV-20059,2024-04-04,495.25,GBP,6200,Software licence
T003961,V0179,INV-48528,13/05/2024,180.41,GBP,6400,Freight
T003962,V0105,INV-15616,10 Jan 2025,3227.57,GBP,6500,Software licence
T003963,V0200,INV-54235,31/08/2024,425.91,GBP,6300,Ad spend
T003964,V0110,INV-67064,2024-02-17,939.85,GBP,6400,Advisory fee
T003965,V0025,INV-25271,05/11/2024,£206.63,GBP,6300,Software licence
T003966,V0011,INV-35288,02/26/2024,601.5,GBP,6400,Office supplies
T003967,V0093,INV-61195,11/02/2025,568.06,GBP,6400,Software licence
T003968,V0196,INV-13574,30/01/2025,50.47,GBP,6100,Advisory fee
T003969,V0117,INV-19526,11/24/2024,3702.64,GBP,6500,Office supplies
T003970,V0026,INV-33004,08/11/2024,1668.55,GBP,6200,Air travel
T003971,V0092,INV-16822,2025-03-16,£260.63,GBP,6400,Freight
T003972,V0047,INV-67178,04/21/2024,120.00,GBP,6300,Advisory fee
T003973,V0125,INV-65636,2024-05-26,591.30,GBP,6400,Office supplies
T003974,V0135,INV-44574,24 Oct 2024,£443.80,GBP,6500,Software licence
T003975,V0030,INV-41732,2024-11-07,596.59,GBP,6400,Software licence
T003976,V0136,INV-68645,2024-07-17,498.07,GBP,6200,Air travel
T003977,V0061,INV-72506,05/19/2024,704.06,GBP,6300,Software licence
T003978,V0055,INV-40637,2025-01-18,1982.35,GBP,6400,Advisory fee
T003979,V0032,INV-16999,14/04/2024,753.64,GBP,6500,Air travel
T003980,V0116,INV-12366,18 Feb 2024,127.15,GBP,6400,Air travel
T003981,V0145,INV-86132,07/03/2024,1805.91,GBP,6200,Air travel
T003982,V0147,INV-33826,17/01/2024,"£2,452.04",GBP,6500,Ad spend
T003983,V0066,INV-86401,06/18/2024,12929.44,GBP,6300,Freight
T003984,V0181,INV-85076,06/03/2025,117.23,GBP,6400,Freight
T003985,V0097,INV-96084,10/30/2024,526.98,GBP,6400,Advisory fee
T003986,V0155,INV-88683,12 Apr 2025,£40.84,GBP,6000,Freight
T003987,V0076,INV-29029,09/01/2025,£741.34,GBP,6400,Ad spend
T003988,V0164,INV-84548,09/11/2024,220.74,GBP,6100,Air travel
T003989,V0145,INV-23493,28/10/2024,"3,346.90",GBP,6000,Freight
T003990,V0080,INV-84643,2024-07-18,172.07,GBP,6100,Office supplies
T003991,V0028,INV-34242,2024-08-16,£62.92,GBP,6200,Office supplies
T003992,V0199,INV-66344,17/02/2025,240.23,GBP,6400,Freight
T003993,V0015,INV-63453,2024-01-24,£45.92,GBP,6400,Ad spend
T003994,V0040,INV-62165,30 Apr 2024,921.69,GBP,6300,Ad spend
T003995,V0008,INV-94139,28/03/2025,41.61,GBP,6100,Advisory fee
T003996,V0056,INV-50567,21 Aug 2024,416.26,GBP,6400,Freight
T003997,V0057,INV-52700,2025-01-05,41.03,GBP,6500,Office supplies
T003998,V0134,INV-28156,18/01/2024,283.63,GBP,6200,Software licence
T003999,V0089,INV-63408,30 Apr 2024,2459.51,GBP,6100,Advisory fee
T004000,V0145,INV-89954,03/20/2025,£599.87,GBP,6200,Software licence
T004001,V0141,INV-29299,2025-02-19,156.05,GBP,6400,Air travel
T004002,V0140,INV-98677,05/30/2024,389.82,GBP,6300,Advisory fee
T004003,V0069,INV-22254,26/01/2025,411.5,GBP,6400,Ad spend
T004004,V0089,INV-63336,03/15/2024,£678.51,GBP,6100,Software licence
T004005,V0144,INV-73167,2025-03-12,£89.70,GBP,6000,Advisory fee
T004006,V0176,INV-29099,2024-07-13,£774.20,GBP,6400,Air travel
T004007,V0147,INV-54151,2024-05-03,20.60,GBP,6200,Office supplies
T004008,V0199,INV-45002,12 Feb 2025,£201.77,GBP,6400,Office supplies
T004009,V0062,INV-87019,11/14/2024,235.78,GBP,6400,Air travel
T004010,V0161,INV-15316,01/31/2024,809.7,GBP,6100,Ad spend
T004011,V0193,INV-39325,02/01/2024,413.60,GBP,6000,Advisory fee
T004012,V0132,INV-66917,2025-02-04,85.96,GBP,6300,Software licence
T004013,V0015,INV-25307,01/31/2025,136.52,GBP,6400,Office supplies
T004014,V0020,INV-20644,16/07/2024,501.97,GBP,6400,Air travel
T004015,V0007,INV-16280,08 Mar 2024,£369.82,GBP,6300,Freight
T004016,V0015,INV-90224,10/12/2024,£213.36,GBP,6000,Air travel
T004017,V0162,INV-89499,03/15/2024,237.72,GBP,6500,Air travel
T004018,V0014,INV-69393,21/02/2025,£867.65,GBP,6100,Advisory fee
T004019,V0134,INV-35676,29 Mar 2025,228.27,GBP,6500,Ad spend
T004020,V0161,INV-28828,21 Feb 2024,£366.17,GBP,6500,Air travel
T004021,V0057,INV-93558,2024-10-13,"£4,389.32",GBP,6200,Software licence
T004022,V0127,INV-67756,29 Mar 2025,84.26,GBP,6400,Air travel
T004023,V0101,INV-31274,29 Feb 2024,52.61,GBP,6500,Ad spend
T004024,V0036,INV-62850,25 Feb 2025,955.23,GBP,6500,Office supplies
T004025,V0153,INV-27982,12/18/2024,191.23,GBP,6000,Freight
T004026,V0024,INV-74499,30 Apr 2025,284.27,GBP,6300,Software licence
T004027,V0042,INV-84110,03/09/2024,170.84,GBP,6200,Software licence
T004028,V0102,INV-78679,26/09/2024,303.15,GBP,6000,Office supplies
T004029,V0051,INV-36563,2025-04-09,2341.14,GBP,6100,Software licence
T004030,V9576,INV-51182,2025-01-01,974.91,GBP,6500,Office supplies
T004031,V0052,INV-55185,02/14/2025,"1,041.53",GBP,6000,Ad spend
T004032,V0140,INV-20374,20 Apr 2025,84.96,GBP,6000,Office supplies
T004033,V0043,INV-98871,14/04/2024,113.72,GBP,6000,Freight
T004034,V9611,INV-10060,01/23/2025,17.76,GBP,6000,Office supplies
T004035,V0193,INV-65299,08/31/2024,£165.62,GBP,6400,Advisory fee
T004036,V0082,INV-27348,23/04/2025,"£1,155.60",GBP,6300,Freight
T004037,V0147,INV-55215,01/20/2025,712.40,GBP,6000,Office supplies
T004038,V0056,INV-68653,2024-03-17,316.19,GBP,6500,Freight
T004039,V0076,INV-50251,2024-09-27,£393.65,GBP,6400,Software licence
T004040,V0186,INV-32111,26 Nov 2024,189.09,GBP,6000,Office supplies
T004041,V0102,INV-48537,06/06/2025,505.34,GBP,6000,Software licence
T004042,V0111,INV-46096,18/10/2024,£936.80,GBP,6000,Office supplies
T004043,V0116,INV-36855,2024-09-13,£68.21,GBP,6000,Ad spend
T004044,V0121,INV-80016,2024-04-20,560.94,GBP,6100,Ad spend
T004045,V0190,INV-75491,09 Jun 2025,"1,125.16",GBP,6100,Office supplies
T004046,V0020,INV-11836,14 Jun 2024,255.54,GBP,6500,Software licence
T004047,V0126,INV-87200,07/05/2024,£871.98,GBP,6000,Advisory fee
T004048,V0050,INV-44222,2025-06-15,"8,920.61",GBP,6300,Office supplies
T004049,V0147,INV-81581,12/14/2024,359.68,GBP,6500,Ad spend
T004050,V0188,INV-89494,24 Mar 2025,621.81,GBP,6100,Ad spend
T004051,V0060,INV-80694,09/05/2024,179.13,GBP,6000,Freight
T004052,V0046,INV-81239,2024-11-22,£492.44,GBP,6300,Software licence
T004053,V0087,INV-40003,2025-04-05,669.34,GBP,6500,Software licence
T004054,V9353,INV-87150,14 Mar 2025,499.86,GBP,6300,Advisory fee
T004055,V0031,INV-69450,2025-05-04,£131.41,GBP,6500,Software licence
T004056,V0104,INV-75072,2024-08-29,506.23,GBP,6300,Freight
T004057,V0200,INV-29207,16/01/2024,2015.08,GBP,6200,Software licence
T004058,V0097,INV-80860,27 May 2024,660.83,GBP,6000,Advisory fee
T004059,V0044,INV-33651,17 Aug 2024,"£1,162.33",GBP,6500,Air travel
T004060,V0084,INV-98327,06/12/2024,310.84,GBP,6000,Ad spend
T004061,V0174,INV-96449,,£920.48,GBP,6000,Air travel
T004062,V0139,INV-68626,17/04/2024,548.5,GBP,6500,Air travel
T004063,V0104,INV-84636,02/06/2024,£141.74,GBP,6500,Software licence
T004064,V0134,INV-95367,06/27/2024,,GBP,6000,Freight
T004065,V0036,INV-52911,2025-02-11,£135.52,GBP,6300,Freight
T004066,V0011,INV-83076,10/01/2024,201.11,GBP,6100,Ad spend
T004067,V0160,INV-89817,22/10/2024,496.84,GBP,6400,Software licence
T004068,V0041,INV-26629,08 Feb 2024,559.46,GBP,6200,Software licence
T004069,V0155,INV-40120,03/19/2025,109.05,GBP,6500,Freight
T004070,V0184,INV-42869,2025-06-03,"1,286.12",GBP,6200,Advisory fee
T004071,V0034,INV-49077,12/11/2024,756.88,GBP,6500,Freight
T004072,V0132,INV-82553,08/03/2024,£185.82,GBP,6500,Software licence
T004073,V0073,INV-55453,04/07/2025,74.34,GBP,6500,Freight
T004074,V0130,INV-70015,06/02/2024,343.99,GBP,6500,Advisory fee
T004075,V0113,INV-22014,2024-12-31,247.02,GBP,6100,Office supplies
T004076,V0140,INV-62645,03 Apr 2025,456.90,GBP,6300,Ad spend
T004077,V0051,INV-80683,10/07/2024,£270.58,GBP,6000,Freight
T004078,V0116,INV-46031,2025-01-24,44.34,GBP,6000,Freight
T004079,V0017,INV-92289,2025-04-17,263.17,GBP,6300,Freight
T004080,V0137,INV-74549,28/01/2025,288.25,GBP,6400,Office supplies
T004081,V0160,INV-85313,03/22/2025,809.99,GBP,6400,Ad spend
T004082,V0184,INV-30173,12/05/2024,187.16,GBP,6200,Freight
T004083,V0148,INV-35710,20/05/2025,2556.88,GBP,6500,Software licence
T004084,V0165,INV-79748,21/11/2024,49.26,GBP,6500,Freight
T004085,V0001,INV-62244,2024-07-09,1706.64,GBP,6500,Advisory fee
T004086,V0061,INV-58323,23 Feb 2024,315.21,GBP,6500,Air travel
T004087,V0008,INV-96975,04 Jan 2025,"£1,038.51",GBP,6300,Ad spend
T004088,V0187,INV-91204,2024-12-05,440.44,GBP,6500,Ad spend
T004089,V0146,INV-15022,01/02/2024,"£1,413.06",GBP,6500,Software licence
T004090,V0043,INV-46647,2024-06-29,263.46,GBP,6500,Air travel
T004091,V0096,INV-45169,14/09/2024,£120.48,GBP,6100,Freight
T004092,V0101,INV-70383,07 Feb 2025,1924.76,GBP,6100,Office supplies
T004093,V0091,INV-90135,2024-10-28,356.09,GBP,6100,Advisory fee
T004094,V0064,INV-93092,2024-05-16,514.77,GBP,6500,Freight
T004095,V0190,INV-85504,10/02/2024,"£1,569.05",GBP,6300,Office supplies
T004096,V0050,INV-81589,15 Apr 2024,129.65,GBP,6200,Ad spend
T004097,V0043,INV-44174,03/22/2024,776.69,GBP,6500,Advisory fee
T004098,V0084,INV-34458,12/11/2024,210.84,GBP,6500,Ad spend
T004099,V0046,INV-55003,02 Feb 2025,£348.84,GBP,6100,Freight
T004100,V0044,INV-62907,14/08/2024,436.81,GBP,6500,Office supplies
T004101,V0088,INV-79434,01/13/2025,77.46,GBP,6000,Office supplies
T004102,V0130,INV-23921,04/02/2025,171.28,GBP,6200,Air travel
T004103,V0007,INV-94649,05/16/2025,1783.23,GBP,6400,Air travel
T004104,V0099,INV-83227,2024-11-28,"1,069.35",GBP,6000,Freight
T004105,V0083,INV-73932,21/10/2024,£376.57,GBP,6200,Office supplies
T004106,V0002,INV-35448,09/11/2024,527.12,GBP,6500,Freight
T004107,V0031,INV-98529,06/08/2025,291.88,GBP,6400,Software licence
T004108,V0029,INV-73074,10/05/2025,1794.07,GBP,6100,Software licence
T004109,V0051,INV-78359,07/12/2024,323.63,GBP,6400,Office supplies
T004110,V0069,INV-14940,03/29/2024,520.62,GBP,6200,Office supplies
T004111,V0101,INV-50315,2024-03-31,"£1,423.16",GBP,6200,Air travel
T004112,V0117,INV-24093,2024-11-30,171.55,GBP,6200,Office supplies
T004113,V0028,INV-38389,26 Jun 2024,2240.98,GBP,6200,Freight
T004114,V0055,INV-64982,02 May 2025,74.93,GBP,6500,Freight
T004115,V0025,INV-41214,12/03/2025,2422.62,GBP,6300,Air travel
T004116,V0012,INV-12104,29/09/2024,267.75,GBP,6100,Advisory fee
T004117,V0165,INV-24300,17 Oct 2024,308.90,GBP,6000,Software licence
T004118,V0199,INV-56381,30/06/2024,50.45,GBP,6300,Ad spend
T004119,V0158,INV-79364,2024-05-04,244.62,GBP,6500,Freight
T004120,V0135,INV-71982,02/03/2024,128.54,GBP,6400,Advisory fee
T004121,V0034,INV-72654,2024-01-07,206.77,GBP,6200,Air travel
T004122,V0034,INV-40803,10/06/2025,346.87,GBP,6400,Freight
T004123,V0197,INV-55654,02/15/2025,"1,156.98",GBP,6100,Office supplies
T004124,V0085,INV-83060,03/14/2025,506.93,GBP,6300,Software licence
T004125,V0084,INV-86489,2025-06-02,565.92,GBP,6300,Ad spend
T004126,V0138,INV-67960,10/13/2024,120.9,GBP,6200,Office supplies
T004127,V0036,INV-74580,2024-12-11,153.11,GBP,6400,Air travel
T004128,V0190,INV-97728,13/10/2024,2917.84,GBP,6400,Advisory fee
T004129,V0087,INV-87112,08/03/2025,£179.70,GBP,6200,Air travel
T004130,V0183,INV-90432,21 Oct 2024,"2,494.46",GBP,6100,Freight
T004131,V0033,INV-49916,2024-05-01,308.78,GBP,6000,Advisory fee
T004132,V0110,INV-53554,01/27/2024,404.45,GBP,6100,Software licence
T004133,V0011,INV-15619,06/08/2024,"£1,309.50",GBP,6200,Air travel
T004134,V0164,INV-40090,08/25/2024,1634.48,GBP,6000,Office supplies
T004135,V0034,INV-94233,2024-04-28,357.13,GBP,6200,Air travel
T004136,V0018,INV-37308,06/01/2024,263.20,GBP,6200,Air travel
T004137,V0124,INV-14428,06/18/2025,379.36,GBP,6100,Advisory fee
T004138,V0163,INV-65795,05 Jul 2024,585.08,GBP,6500,Software licence
T004139,V0073,INV-49749,2024-10-18,1075.39,GBP,6400,Freight
T004140,V0158,INV-60209,01/30/2025,405.31,GBP,6400,Freight
T004141,V0184,INV-74307,27/05/2024,£796.94,GBP,6300,Advisory fee
T004142,V0057,INV-65452,04/04/2025,2445.97,GBP,6500,Ad spend
T004143,V0185,INV-48360,27 Feb 2025,613.66,GBP,6100,Advisory fee
T004144,V0002,INV-27004,2025-01-10,568.4,GBP,6400,Advisory fee
T004145,V0181,INV-31981,2025-01-12,75.88,GBP,6200,Office supplies
T004146,V0018,INV-78921,11 Aug 2024,£22.34,GBP,6100,Advisory fee
T004147,V0140,INV-23875,2024-05-16,618.45,GBP,6100,Software licence
T004148,V0033,INV-36238,26/05/2024,363.47,GBP,6500,Software licence
T004149,V0161,INV-49959,2024-04-04,229.00,GBP,6000,Ad spend
T004150,V0190,INV-11063,04/02/2024,527.36,GBP,6400,Office supplies
T004151,V0107,INV-44392,05/16/2025,377.49,GBP,6100,Office supplies
T004152,V0184,INV-82449,2025-04-19,1394.87,GBP,6200,Software licence
T004153,V0137,INV-31634,27/04/2025,£443.51,GBP,6300,Freight
T004154,V0181,INV-21415,11/04/2025,£177.40,GBP,6100,Office supplies
T004155,V0090,INV-72924,04/20/2025,1198.93,GBP,6200,Air travel
T004156,V0192,INV-57603,29/09/2024,317.72,GBP,6300,Office supplies
T004157,V0098,INV-30284,03 Feb 2024,719.96,GBP,6200,Office supplies
T004158,V0159,INV-21827,07/06/2025,£238.61,GBP,6500,Advisory fee
T004159,,INV-60123,2024-09-03,197.39,GBP,6500,Software licence
T004160,V0101,INV-16959,05/07/2024,442.56,GBP,6500,Ad spend
T004161,V0031,INV-94596,25/04/2025,409.16,GBP,6100,Software licence
T004162,V0118,INV-38189,07/22/2024,683.90,GBP,6300,Advisory fee
